Дата,Изменение наличных денег в обращении (вне Банка России),Всего,движение средств по государственному внутреннему долгу,изменение задолженности банков по депозитам Федерального казначейства,изменение задолженности банков по операциям репо Федерального казначейства,операции Минфина России по покупке (продаже) иностранной валюты на внутреннем валютном рынке*,Регулирование Банком России обязательных резервов кредитных организаций,Интервенции Банка России на внутреннем валютном рынке,Нетто-объем операций Банка России по предоставлению и абсорбированию ликвидности (без учета операций на внутреннем валютном рынке)
2014-08-18,22.49,-271.1,0.0,0.0,0.0,0.0,-28.61,0.0,135.56
2014-08-19,10.83,23.66,0.0,0.0,0.0,0.0,0.14,0.0,38.47
2014-08-20,3.77,-50.46,0.0,0.0,0.0,0.0,0.0,0.0,94.47
2014-08-21,-8.34,-26.38,0.0,0.0,0.0,0.0,0.0,0.0,-27.5
2014-08-22,-13.7,144.19,0.0,0.0,0.0,0.0,0.0,0.0,22.02
2014-08-25,48.6,-268.91,0.0,0.0,0.0,0.0,0.2,0.0,12.23
2014-08-26,38.4,107.25,0.0,0.0,0.0,0.0,0.0,0.0,-35.43
2014-08-27,19.48,-9.62,0.0,0.0,0.0,0.0,0.0,0.0,-133.21
2014-08-28,-5.12,-29.22,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2014-08-29,-7.55,37.31,0.0,0.0,0.0,0.0,0.0,0.0,-4.05
2014-09-01,43.18,34.25,0.0,0.0,0.0,0.0,0.0,0.0,-18.19
2014-09-02,19.32,68.29,0.0,0.0,0.0,0.0,0.0,0.0,-44.59
2014-09-03,-6.86,128.51,0.0,0.0,0.0,0.0,0.0,0.0,-352.23
2014-09-04,-32.17,55.18,0.0,0.0,0.0,0.0,0.0,0.0,-75.21
2014-09-05,-47.46,-48.62,0.0,0.0,0.0,0.0,0.0,0.0,-8.17
2014-09-08,22.24,-149.56,0.0,0.0,0.0,0.0,0.0,0.0,249.57
2014-09-09,4.35,47.56,0.0,0.0,0.0,0.0,0.0,0.0,-168.85
2014-09-10,-8.28,22.5,0.0,0.0,0.0,0.0,0.02,0.0,280.06
2014-09-11,-36.14,5.12,0.0,0.0,0.0,0.0,0.0,0.0,49.43
2014-09-12,-56.5,16.88,0.0,0.0,0.0,0.0,-0.13,0.0,20.79
2014-09-15,12.41,-100.54,0.0,0.0,0.0,0.0,22.86,0.0,9.63
2014-09-16,0.68,21.76,0.0,0.0,0.0,0.0,-3.46,0.0,-7.38
2014-09-17,-6.12,104.01,0.0,0.0,0.0,0.0,-0.02,0.0,65.79
2014-09-18,-22.4,61.24,0.0,0.0,0.0,0.0,0.06,0.0,93.06
2014-09-19,-39.42,11.47,0.0,0.0,0.0,0.0,-0.01,0.0,30.11
2014-09-22,42.65,-130.01,0.0,0.0,0.0,0.0,0.0,0.0,-77.72
2014-09-23,37.85,188.48,0.0,0.0,0.0,0.0,0.09,0.0,-13.93
2014-09-24,20.03,-56.45,0.0,0.0,0.0,0.0,0.0,0.0,94.69
2014-09-25,8.54,-163.61,0.0,0.0,0.0,0.0,-0.01,0.0,-32.35
2014-09-26,-4.73,117.0,0.0,0.0,0.0,0.0,-0.01,0.0,5.35
2014-09-29,51.72,-4.72,0.0,0.0,0.0,0.0,0.0,0.0,98.12
2014-09-30,34.62,85.69,0.0,0.0,0.0,0.0,-0.01,0.0,-199.65
2014-10-01,8.93,66.89,0.0,0.0,0.0,0.0,0.0,0.0,-638.13
2014-10-02,-19.38,34.32,0.0,0.0,0.0,0.0,0.0,-0.17,-125.64
2014-10-03,-43.41,87.48,0.0,0.0,0.0,0.0,0.0,0.0,-154.7
2014-10-06,21.63,-17.38,0.0,0.0,0.0,0.0,0.04,-38.95,80.56
2014-10-07,3.72,53.03,0.0,0.0,0.0,0.0,0.0,-16.8,36.2
2014-10-08,-9.98,-197.55,0.0,0.0,0.0,0.0,0.01,-17.66,175.41
2014-10-09,-33.4,91.38,0.0,0.0,0.0,0.0,0.0,-60.01,89.58
2014-10-10,-48.27,47.04,0.0,0.0,0.0,0.0,0.0,-34.64,66.05
2014-10-13,21.18,-58.25,0.0,0.0,0.0,0.0,0.13,-1.72,277.44
2014-10-14,-3.11,-24.86,0.0,0.0,0.0,0.0,-0.04,-109.62,39.05
2014-10-15,-6.61,-1.44,0.0,0.0,0.0,0.0,-1.14,-92.83,264.93
2014-10-16,-22.31,-31.47,0.0,0.0,0.0,0.0,-5.57,-72.43,47.98
2014-10-17,-35.34,57.29,0.0,0.0,0.0,0.0,0.0,-86.83,277.19
2014-10-20,39.77,-175.42,0.0,0.0,0.0,0.0,0.0,-8.63,24.52
2014-10-21,31.16,24.78,0.0,0.0,0.0,0.0,0.89,0.0,-72.34
2014-10-22,23.08,84.67,0.0,0.0,0.0,0.0,0.0,-0.54,61.89
2014-10-23,4.97,11.42,0.0,0.0,0.0,0.0,0.0,0.0,2.06
2014-10-24,-7.59,-14.52,0.0,0.0,0.0,0.0,0.0,-113.64,0.94
2014-10-27,53.14,-217.04,0.0,0.0,0.0,0.0,0.0,-102.3,168.1
2014-10-28,40.09,-34.6,0.0,0.0,0.0,0.0,0.0,-104.88,-9.13
2014-10-29,22.18,114.66,0.0,0.0,0.0,0.0,-0.01,-117.06,85.71
2014-10-30,-16.64,70.33,0.0,0.0,0.0,0.0,0.0,-125.08,58.0
2014-10-31,-56.67,178.15,0.0,0.0,0.0,0.0,0.0,-109.76,59.92
2014-11-05,70.26,37.66,0.0,0.0,0.0,0.0,0.0,0.0,112.35
2014-11-06,21.7,45.89,0.0,0.0,0.0,0.0,0.27,-15.53,-191.01
2014-11-07,-9.72,202.35,0.0,0.0,0.0,0.0,0.01,-15.96,-244.88
2014-11-10,35.58,17.74,0.0,0.0,0.0,0.0,0.0,-16.47,184.67
2014-11-11,2.65,87.4,0.0,0.0,0.0,0.0,0.0,0.0,0.18
2014-11-12,-19.51,-41.98,0.0,0.0,0.0,0.0,0.0,0.0,-179.28
2014-11-13,-40.75,4.3,0.0,0.0,0.0,0.0,0.01,0.0,-7.79
2014-11-14,-46.68,33.54,0.0,0.0,0.0,0.0,0.04,0.0,1.16
2014-11-17,21.63,-48.85,0.0,0.0,0.0,0.0,0.31,0.0,32.29
2014-11-18,2.62,-40.27,0.0,0.0,0.0,0.0,-0.76,0.0,27.63
2014-11-19,1.39,-33.46,0.0,0.0,0.0,0.0,-7.21,0.0,80.67
2014-11-20,-16.54,-86.75,0.0,0.0,0.0,0.0,-16.49,0.0,-48.5
2014-11-21,-19.95,-32.83,0.0,0.0,0.0,0.0,0.0,0.0,111.24
2014-11-24,50.43,-121.58,0.0,0.0,0.0,0.0,0.0,0.0,116.44
2014-11-25,31.88,-157.51,0.0,0.0,0.0,0.0,0.0,0.0,184.45
2014-11-26,20.32,67.54,0.0,0.0,0.0,0.0,0.0,0.0,39.24
2014-11-27,0.5,10.91,0.0,0.0,0.0,0.0,0.07,0.0,28.34
2014-11-28,-16.27,88.89,0.0,0.0,0.0,0.0,0.26,0.0,12.22
2014-12-01,38.85,17.51,0.0,0.0,0.0,0.0,0.01,0.0,-173.32
2014-12-02,9.6,69.39,0.0,0.0,0.0,0.0,0.0,-36.87,31.77
2014-12-03,-15.26,-102.86,0.0,0.0,0.0,0.0,0.0,0.0,-426.68
2014-12-04,-39.65,55.36,0.0,0.0,0.0,0.0,0.0,-101.15,39.08
2014-12-05,-68.14,45.41,0.0,0.0,0.0,0.0,0.0,0.0,101.41
2014-12-08,17.6,30.88,0.0,0.0,0.0,0.0,0.06,-102.29,-63.9
2014-12-09,-8.76,43.21,0.0,0.0,0.0,0.0,0.01,-21.37,105.56
2014-12-10,-22.73,-132.43,0.0,0.0,0.0,0.0,0.0,-18.83,917.32
2014-12-11,-47.34,169.25,0.0,0.0,0.0,0.0,0.05,-11.18,420.52
2014-12-12,-90.24,-54.05,0.0,0.0,0.0,0.0,-0.45,-26.41,-428.96
2014-12-15,14.74,-40.33,0.0,0.0,0.0,0.0,-1.9,-136.23,59.73
2014-12-16,-1.63,25.79,0.0,0.0,0.0,0.0,-11.49,-117.07,393.96
2014-12-17,-38.37,-73.16,0.0,0.0,0.0,0.0,0.0,0.0,-118.51
2014-12-18,-209.21,501.51,0.0,0.0,0.0,0.0,0.0,0.0,135.1
2014-12-19,-490.59,-45.91,0.0,0.0,0.0,0.0,0.0,-30.7,544.65
2014-12-22,-118.78,-90.88,0.0,0.0,0.0,0.0,1.01,-25.17,-184.5
2014-12-23,6.3,207.14,0.0,0.0,0.0,0.0,0.0,0.0,-24.34
2014-12-24,49.83,-205.55,0.0,0.0,0.0,0.0,0.0,0.0,-219.19
2014-12-25,48.72,-106.92,0.0,0.0,0.0,0.0,0.0,0.0,21.4
2014-12-26,-14.56,36.49,0.0,0.0,0.0,0.0,0.0,0.0,70.48
2014-12-29,43.5,-33.4,0.0,0.0,0.0,0.0,0.0,0.0,-11.86
2014-12-30,5.43,518.47,0.0,0.0,0.0,0.0,0.0,-4.62,-484.18
2014-12-31,48.84,209.94,0.0,0.0,0.0,0.0,0.0,0.0,-390.26
2015-01-12,366.22,-10.73,0.0,0.0,0.0,0.0,0.06,-78.71,310.72
2015-01-13,148.74,10.56,0.0,0.0,0.0,0.0,0.0,-9.72,-95.15
2015-01-14,99.8,-311.27,0.0,0.0,0.0,0.0,0.0,-40.52,-205.89
2015-01-15,52.38,-310.58,0.0,0.0,0.0,0.0,0.0,-2.51,112.89
2015-01-16,16.62,-33.5,0.0,0.0,0.0,0.0,0.0,0.0,10.58
2015-01-19,63.31,77.44,0.0,0.0,0.0,0.0,0.0,0.0,-46.48
2015-01-20,46.76,40.21,0.0,0.0,0.0,0.0,0.0,0.0,-170.34
2015-01-21,41.96,171.84,0.0,0.0,0.0,0.0,0.01,0.0,-92.23
2015-01-22,23.63,69.32,0.0,0.0,0.0,0.0,0.0,0.0,-23.0
2015-01-23,11.42,144.02,0.0,0.0,0.0,0.0,1.23,0.0,-203.44
2015-01-26,69.55,-426.85,0.0,0.0,0.0,0.0,-4.74,0.0,172.61
2015-01-27,55.78,117.83,0.0,0.0,0.0,0.0,-22.4,-3.29,18.07
2015-01-28,43.81,299.03,0.0,0.0,0.0,0.0,-0.14,-0.68,-465.7
2015-01-29,20.53,26.43,0.0,0.0,0.0,0.0,-0.03,0.0,-251.13
2015-01-30,-1.94,202.25,0.0,0.0,0.0,0.0,-0.07,-0.35,-369.08
2015-02-02,41.73,61.15,0.0,0.0,0.0,0.0,-0.03,-48.69,21.54
2015-02-03,23.61,152.19,0.0,0.0,0.0,0.0,-0.02,0.0,-172.26
2015-02-04,3.51,270.65,0.0,0.0,0.0,0.0,-0.03,0.0,-186.38
2015-02-05,-20.4,140.14,0.0,0.0,0.0,0.0,-0.02,0.0,-233.74
2015-02-06,-44.62,93.22,0.0,0.0,0.0,0.0,-0.02,0.0,-192.9
2015-02-09,27.51,-164.26,0.0,0.0,0.0,0.0,-0.02,0.0,630.17
2015-02-10,9.43,55.99,0.0,0.0,0.0,0.0,-0.02,0.0,-71.16
2015-02-11,-9.97,-183.37,0.0,0.0,0.0,0.0,-0.03,0.0,73.47
2015-02-12,-45.46,14.46,0.0,0.0,0.0,0.0,-0.01,0.0,33.78
2015-02-13,-46.87,208.73,0.0,0.0,0.0,0.0,-0.21,0.0,-58.26
2015-02-16,19.42,-33.38,0.0,0.0,0.0,0.0,9.48,0.0,-47.25
2015-02-17,4.44,40.59,0.0,0.0,0.0,0.0,-5.02,0.0,105.74
2015-02-18,-2.33,-87.62,0.0,0.0,0.0,0.0,-0.03,0.0,93.86
2015-02-19,-22.65,8.48,0.0,0.0,0.0,0.0,-0.01,0.0,17.54
2015-02-20,-45.45,-31.51,0.0,0.0,0.0,0.0,0.01,0.0,-13.22
2015-02-24,69.04,78.08,0.0,0.0,0.0,0.0,-0.01,0.0,-57.42
2015-02-25,57.27,-335.91,0.0,0.0,0.0,0.0,-0.02,0.0,109.83
2015-02-26,31.05,-3.59,0.0,0.0,0.0,0.0,-0.02,0.0,-72.74
2015-02-27,0.58,33.66,0.0,0.0,0.0,0.0,0.05,0.0,-37.43
2015-03-02,47.04,-116.57,0.0,0.0,0.0,0.0,-0.01,0.0,-9.23
2015-03-03,20.74,103.7,0.0,0.0,0.0,0.0,0.14,0.0,-43.32
2015-03-04,-10.27,318.02,0.0,0.0,0.0,0.0,0.01,0.0,-494.39
2015-03-05,-47.64,23.93,0.0,0.0,0.0,0.0,0.0,0.0,102.4
2015-03-06,-77.52,291.1,0.0,0.0,0.0,0.0,0.02,0.0,-48.7
2015-03-10,48.35,90.93,0.0,0.0,0.0,0.0,0.0,0.0,97.53
2015-03-11,15.1,-65.75,0.0,0.0,0.0,0.0,0.0,0.0,10.59
2015-03-12,-16.75,32.9,0.0,0.0,0.0,0.0,0.0,0.0,-153.85
2015-03-13,-41.07,-202.47,0.0,0.0,0.0,0.0,0.0,0.0,26.06
2015-03-16,31.44,-36.02,0.0,0.0,0.0,0.0,-0.22,0.0,185.5
2015-03-17,13.71,71.99,0.0,0.0,0.0,0.0,-3.3,0.0,5.04
2015-03-18,5.6,-90.29,0.0,0.0,0.0,0.0,-8.86,0.0,156.81
2015-03-19,-5.21,-59.97,0.0,0.0,0.0,0.0,-0.02,0.0,-35.11
2015-03-20,-15.39,198.29,0.0,0.0,0.0,0.0,-0.01,0.0,-133.44
2015-03-23,55.84,0.38,0.0,0.0,0.0,0.0,0.0,0.0,-6.85
2015-03-24,44.22,-12.64,0.0,0.0,0.0,0.0,0.2,0.0,2.95
2015-03-25,32.87,-591.27,0.0,0.0,0.0,0.0,0.02,0.0,397.25
2015-03-26,12.63,83.82,0.0,0.0,0.0,0.0,-0.01,0.0,-131.23
2015-03-27,-1.35,-29.43,0.0,0.0,0.0,0.0,0.07,0.0,-7.83
2015-03-30,55.12,-180.78,0.0,0.0,0.0,0.0,0.0,0.0,164.0
2015-03-31,41.65,159.18,0.0,0.0,0.0,0.0,-0.01,0.0,-74.79
2015-04-01,21.0,125.79,0.0,0.0,0.0,0.0,0.0,0.0,-250.27
2015-04-02,-14.22,66.13,0.0,0.0,0.0,0.0,0.0,0.0,-112.79
2015-04-03,-48.91,-48.85,0.0,0.0,0.0,0.0,0.0,0.0,-2.11
2015-04-06,21.88,3.36,0.0,0.0,0.0,0.0,0.0,0.0,22.74
2015-04-07,2.37,200.11,0.0,0.0,0.0,0.0,-0.01,0.0,-173.75
2015-04-08,-19.67,-51.33,0.0,0.0,0.0,0.0,0.0,0.0,-134.34
2015-04-09,-46.03,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.01
2015-04-10,-63.66,67.03,0.0,0.0,0.0,0.0,0.01,0.0,227.29
2015-04-13,11.2,-19.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9
2015-04-14,-4.2,-39.3,0.0,0.0,0.0,0.0,0.3,0.0,96.4
2015-04-15,-16.0,-295.9,0.0,0.0,0.0,0.0,18.8,0.0,442.4
2015-04-16,-32.0,31.5,0.0,0.0,0.0,0.0,0.5,0.0,23.5
2015-04-17,-42.9,82.5,0.0,0.0,0.0,0.0,0.0,0.0,-20.4
2015-04-20,43.4,-174.1,0.0,0.0,0.0,0.0,0.0,0.0,158.0
2015-04-21,33.0,-117.3,0.0,0.0,0.0,0.0,-0.2,0.0,31.8
2015-04-22,23.9,201.1,0.0,0.0,0.0,0.0,0.1,0.0,-145.5
2015-04-23,5.3,-16.3,0.0,0.0,0.0,0.0,0.0,0.0,-73.3
2015-04-24,-4.0,-192.9,0.0,0.0,0.0,0.0,0.0,0.0,161.0
2015-04-27,49.6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,131.1
2015-04-28,9.5,-208.1,0.0,0.0,0.0,0.0,0.0,0.0,64.9
2015-04-29,-32.1,149.1,0.0,0.0,0.0,0.0,0.0,0.0,-228.2
2015-04-30,-55.0,119.2,0.0,0.0,0.0,0.0,0.0,0.0,-224.9
2015-05-05,78.7,74.5,0.0,0.0,0.0,0.0,0.0,0.0,84.9
2015-05-06,17.1,46.7,0.0,0.0,0.0,0.0,0.0,0.0,-105.9
2015-05-07,-38.6,84.8,0.0,0.0,0.0,0.0,1.0,0.0,-82.5
2015-05-08,-40.0,114.5,0.0,0.0,0.0,0.0,0.0,0.0,-79.4
2015-05-12,53.9,42.2,0.0,0.0,0.0,0.0,0.0,0.0,236.8
2015-05-13,18.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,-484.9
2015-05-14,-29.7,-71.8,0.0,0.0,0.0,0.0,0.0,8.9,154.6
2015-05-15,-34.3,20.0,0.0,0.0,0.0,0.0,0.0,10.0,-131.1
2015-05-18,33.6,10.7,0.0,0.0,0.0,0.0,0.0,10.0,64.5
2015-05-19,13.6,73.9,0.0,0.0,0.0,0.0,0.1,9.8,-76.6
2015-05-20,10.7,-54.4,0.0,0.0,0.0,0.0,26.4,9.9,396.5
2015-05-21,-0.8,10.5,0.0,0.0,0.0,0.0,-1.1,10.0,-31.4
2015-05-22,-12.1,-2.7,0.0,0.0,0.0,0.0,0.0,10.0,-2.6
2015-05-25,56.9,-473.2,0.0,0.0,0.0,0.0,0.0,0.0,44.7
2015-05-26,35.1,9.2,0.0,0.0,0.0,0.0,0.0,20.0,-16.4
2015-05-27,19.8,134.1,0.0,0.0,0.0,0.0,0.0,10.1,-430.4
2015-05-28,-3.3,46.0,0.0,0.0,0.0,0.0,0.0,7.7,-9.1
2015-05-29,-2.9,45.1,0.0,0.0,0.0,0.0,0.0,10.5,-35.0
2015-06-01,44.9,101.2,0.0,0.0,0.0,0.0,0.0,10.5,28.4
2015-06-02,12.9,136.7,0.0,0.0,0.0,0.0,0.0,8.0,-55.5
2015-06-03,-21.9,38.6,0.0,0.0,0.0,0.0,0.0,10.7,-302.4
2015-06-04,-46.0,89.5,0.0,0.0,0.0,0.0,0.0,10.7,1.8
2015-06-05,-56.3,79.6,0.0,0.0,0.0,0.0,0.0,7.2,-38.1
2015-06-08,15.4,11.8,0.0,0.0,0.0,0.0,0.0,0.0,81.4
2015-06-09,-28.3,71.0,0.0,0.0,0.0,0.0,0.0,8.4,-23.8
2015-06-10,-73.4,-207.8,0.0,0.0,0.0,0.0,0.2,11.2,118.6
2015-06-11,-74.6,11.9,0.0,0.0,0.0,0.0,0.0,10.9,-3.8
2015-06-15,25.9,-121.2,0.0,0.0,0.0,0.0,0.4,10.9,57.7
2015-06-16,13.0,140.9,0.0,0.0,0.0,0.0,5.1,11.0,54.2
2015-06-17,-1.5,180.4,0.0,0.0,0.0,0.0,-12.3,10.8,107.5
2015-06-18,-16.5,66.3,0.0,0.0,0.0,0.0,-0.3,10.8,2.1
2015-06-19,-23.2,68.9,0.0,0.0,0.0,0.0,0.2,10.7,-13.3
2015-06-22,50.4,-91.1,0.0,0.0,0.0,0.0,0.0,10.8,-31.1
2015-06-23,29.1,84.6,0.0,0.0,0.0,0.0,0.0,10.8,0.9
2015-06-24,16.1,-31.2,0.0,0.0,0.0,0.0,0.1,10.9,-146.0
2015-06-25,3.3,-465.2,0.0,0.0,0.0,0.0,0.0,10.8,159.1
2015-06-26,-2.1,-75.7,0.0,0.0,0.0,0.0,0.0,10.9,-78.6
2015-06-29,42.5,-46.6,0.0,0.0,0.0,0.0,0.0,11.0,91.8
2015-06-30,17.7,148.3,0.0,0.0,0.0,0.0,0.0,11.1,22.7
2015-07-01,5.7,177.3,0.0,0.0,0.0,0.0,0.0,11.1,-354.4
2015-07-02,-35.9,80.6,0.0,0.0,0.0,0.0,0.0,11.1,-34.9
2015-07-03,-51.7,-34.6,0.0,0.0,0.0,0.0,0.0,11.1,-32.7
2015-07-06,15.0,22.1,0.0,0.0,0.0,0.0,0.0,11.2,-43.4
2015-07-07,-1.8,13.6,0.0,0.0,0.0,0.0,0.0,11.3,-193.9
2015-07-08,-23.5,137.1,0.0,0.0,0.0,0.0,0.0,11.5,-91.8
2015-07-09,-51.2,41.9,0.0,0.0,0.0,0.0,0.2,11.4,-14.7
2015-07-10,-51.3,45.3,0.0,0.0,0.0,0.0,0.0,11.1,250.8
2015-07-13,21.1,6.9,0.0,0.0,0.0,0.0,0.6,11.3,14.8
2015-07-14,-2.3,100.9,0.0,0.0,0.0,0.0,-0.3,11.3,4.4
2015-07-15,-23.0,-59.6,0.0,0.0,0.0,0.0,-3.5,11.4,-129.8
2015-07-16,-41.1,89.6,0.0,0.0,0.0,0.0,-9.1,11.4,109.0
2015-07-17,-33.9,61.4,0.0,0.0,0.0,0.0,0.0,11.4,-143.6
2015-07-20,38.6,-12.4,0.0,0.0,0.0,0.0,0.0,11.4,5.9
2015-07-21,32.5,33.8,0.0,0.0,0.0,0.0,0.1,11.4,-35.8
2015-07-22,16.7,6.0,0.0,0.0,0.0,0.0,0.0,11.4,281.0
2015-07-23,5.6,-143.2,0.0,0.0,0.0,0.0,0.0,11.4,-3.3
2015-07-24,9.3,-184.2,0.0,0.0,0.0,0.0,0.0,11.5,-28.9
2015-07-27,56.3,-413.0,0.0,0.0,0.0,0.0,0.5,11.7,68.8
2015-07-28,37.8,113.4,0.0,0.0,0.0,0.0,0.0,9.5,-0.8
2015-07-29,25.2,20.5,0.0,0.0,0.0,0.0,0.1,0.0,-20.4
2015-07-30,6.9,15.5,0.0,0.0,0.0,0.0,0.0,0.0,-110.7
2015-07-31,-11.4,104.9,0.0,0.0,0.0,0.0,0.0,0.0,103.5
2015-08-03,29.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,10.1
2015-08-04,3.4,112.6,0.0,0.0,0.0,0.0,0.0,0.0,-118.7
2015-08-05,-16.0,66.2,0.0,0.0,0.0,0.0,0.0,0.0,-394.8
2015-08-06,-56.9,57.4,0.0,0.0,0.0,0.0,0.0,0.0,-15.8
2015-08-07,-58.0,121.2,0.0,0.0,0.0,0.0,0.0,0.0,-110.1
2015-08-10,9.7,107.4,0.0,0.0,0.0,0.0,0.0,0.0,211.0
2015-08-11,-14.2,56.4,0.0,0.0,0.0,0.0,0.0,0.0,26.4
2015-08-12,-23.2,82.4,0.0,0.0,0.0,0.0,0.1,0.0,-226.3
2015-08-13,-44.3,-28.1,0.0,0.0,0.0,0.0,0.3,0.0,39.3
2015-08-14,-36.5,63.2,0.0,0.0,0.0,0.0,-1.1,0.0,7.8
2015-08-17,28.5,46.0,0.0,0.0,0.0,0.0,-0.3,0.0,9.0
2015-08-18,10.9,-6.4,0.0,0.0,0.0,0.0,-11.3,0.0,0.7
2015-08-19,1.6,29.9,0.0,0.0,0.0,0.0,0.0,0.0,131.5
2015-08-20,-8.5,-149.3,0.0,0.0,0.0,0.0,0.0,0.0,-11.9
2015-08-21,-3.3,122.1,0.0,0.0,0.0,0.0,0.0,0.0,4.1
2015-08-24,57.1,-86.2,0.0,0.0,0.0,0.0,0.0,0.0,2.1
2015-08-25,39.1,-479.0,0.0,0.0,0.0,0.0,0.0,0.0,86.6
2015-08-26,19.8,17.5,0.0,0.0,0.0,0.0,0.5,0.0,60.8
2015-08-27,-2.0,145.2,0.0,0.0,0.0,0.0,0.0,0.0,-7.5
2015-08-28,-6.4,28.3,0.0,0.0,0.0,0.0,0.0,0.0,15.8
2015-08-31,51.1,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,-9.3
2015-09-01,29.4,52.4,0.0,0.0,0.0,0.0,0.0,0.0,8.3
2015-09-02,3.2,65.5,0.0,0.0,0.0,0.0,0.0,0.0,-422.8
2015-09-03,-28.6,132.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.4
2015-09-04,-45.7,82.7,0.0,0.0,0.0,0.0,0.0,0.0,-72.4
2015-09-07,24.8,-16.8,0.0,0.0,0.0,0.0,0.0,0.0,10.7
2015-09-08,3.4,188.7,0.0,0.0,0.0,0.0,0.0,0.0,-86.0
2015-09-09,-22.7,-81.1,0.0,0.0,0.0,0.0,0.0,0.0,-273.0
2015-09-10,-48.3,151.2,0.0,0.0,0.0,0.0,0.2,0.0,433.3
2015-09-11,-43.0,-9.7,0.0,0.0,0.0,0.0,0.1,0.0,-74.8
2015-09-14,16.9,-78.6,0.0,0.0,0.0,0.0,1.7,0.0,45.3
2015-09-15,2.2,-10.4,0.0,0.0,0.0,0.0,124.1,0.0,-13.9
2015-09-16,-8.9,0.2,0.0,0.0,0.0,0.0,-1.0,0.0,171.4
2015-09-17,-30.2,-33.9,0.0,0.0,0.0,0.0,0.2,0.0,-8.8
2015-09-18,-21.4,122.6,0.0,0.0,0.0,0.0,0.0,0.0,87.7
2015-09-21,51.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,-96.9
2015-09-22,35.3,28.2,0.0,0.0,0.0,0.0,0.0,0.0,8.1
2015-09-23,22.9,61.1,0.0,0.0,0.0,0.0,0.0,0.0,184.5
2015-09-24,8.4,-100.4,0.0,0.0,0.0,0.0,0.0,0.0,-38.3
2015-09-25,0.3,-388.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4
2015-09-28,60.5,-209.4,0.0,0.0,0.0,0.0,0.0,0.0,-18.4
2015-09-29,38.5,276.3,0.0,0.0,0.0,0.0,0.0,0.0,23.4
2015-09-30,16.9,208.6,0.0,0.0,0.0,0.0,0.0,0.0,-343.9
2015-10-01,-11.8,27.0,0.0,0.0,0.0,0.0,0.0,0.0,-132.0
2015-10-02,-33.2,132.6,0.0,0.0,0.0,0.0,0.0,0.0,-2.3
2015-10-05,22.4,61.9,0.0,0.0,0.0,0.0,0.0,0.0,-104.4
2015-10-06,-8.4,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.3
2015-10-07,-17.4,51.7,0.0,0.0,0.0,0.0,0.0,0.0,-276.9
2015-10-08,-43.6,78.7,0.0,0.0,0.0,0.0,0.0,0.0,78.4
2015-10-09,-49.0,-12.5,0.0,0.0,0.0,0.0,0.4,0.0,48.4
2015-10-12,22.1,123.1,0.0,0.0,0.0,0.0,0.0,0.0,142.4
2015-10-13,-4.5,42.3,0.0,0.0,0.0,0.0,0.0,0.0,-14.4
2015-10-14,-18.6,43.2,0.0,0.0,0.0,0.0,0.9,0.0,60.0
2015-10-15,-34.1,-62.9,0.0,0.0,0.0,0.0,-2.4,0.0,59.8
2015-10-16,-32.8,151.9,0.0,0.0,0.0,0.0,-4.1,0.0,-13.0
2015-10-19,37.0,11.1,0.0,0.0,0.0,0.0,-0.1,0.0,-20.3
2015-10-20,22.9,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1
2015-10-21,17.5,-109.9,0.0,0.0,0.0,0.0,0.0,0.0,166.2
2015-10-22,5.0,-10.1,0.0,0.0,0.0,0.0,0.0,0.0,-28.2
2015-10-23,-1.7,-43.4,0.0,0.0,0.0,0.0,0.0,0.0,-75.0
2015-10-26,57.8,-435.9,0.0,0.0,0.0,0.0,0.0,0.0,33.0
2015-10-27,37.4,264.7,0.0,0.0,0.0,0.0,0.0,0.0,-13.9
2015-10-28,27.5,-102.8,0.0,0.0,0.0,0.0,0.0,0.0,-53.6
2015-10-29,10.5,74.7,0.0,0.0,0.0,0.0,0.0,0.0,-13.5
2015-10-30,-5.0,-14.5,0.0,0.0,0.0,0.0,0.1,0.0,-2.2
2015-11-02,19.7,32.1,0.0,0.0,0.0,0.0,0.4,0.0,3.9
2015-11-03,-17.9,303.6,0.0,0.0,0.0,0.0,0.9,0.0,-3.9
2015-11-05,-9.6,90.6,0.0,0.0,0.0,0.0,0.0,0.0,-391.7
2015-11-06,-33.5,97.3,0.0,0.0,0.0,0.0,0.3,0.0,-43.7
2015-11-09,19.4,62.2,0.0,0.0,0.0,0.0,0.0,0.0,-223.2
2015-11-10,-12.3,125.9,0.0,0.0,0.0,0.0,0.0,0.0,222.8
2015-11-11,-18.6,18.6,0.0,0.0,0.0,0.0,0.0,0.0,-168.8
2015-11-12,-44.9,27.7,0.0,0.0,0.0,0.0,0.2,0.0,-70.6
